year,reference_period_desc,prodn_practice_desc,state,state_abbr,state_fips,county,county_fips,agg_level,commodity,class,util_practice_desc,statistic_category,description,unit,value,coeff_variation_pct
2022,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,85000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,FLORIDA,FL,12,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,95000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,550000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,375000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,485000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,415000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,GEORGIA,GA,13,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,470000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,430000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,380000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,360000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,310000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,IDAHO,ID,16,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,380000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,11200000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,10800000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,11200000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,10800000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,ILLINOIS,IL,17,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,11000000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5400000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5200000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5450000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5250000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,INDIANA,IN,18,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5400000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13550000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,12900000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13100000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,12900000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,IOWA,IA,19,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,12900000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,6850000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,6300000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5750000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5500000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,KANSAS,KS,20,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,5700000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1520000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1370000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1600000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1420000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,KENTUCKY,KY,21,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1530000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,810000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,470000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,700000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,450000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,LOUISIANA,LA,22,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,580000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MAINE,ME,23,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,30000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MAINE,ME,23,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,30000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MAINE,ME,23,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,28000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MAINE,ME,23,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,29000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MAINE,ME,23,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,30000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,460000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,440000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,480000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,420000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MARYLAND,MD,24,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,460000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MASSACHUSETTS,MA,25,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,14000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MASSACHUSETTS,MA,25,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,14000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MASSACHUSETTS,MA,25,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,14000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MASSACHUSETTS,MA,25,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,14000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MASSACHUSETTS,MA,25,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,14000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,2350000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,2300000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,2400000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,2300000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MICHIGAN,MI,26,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,2350000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,8900000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,8200000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,8600000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,8000000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MINNESOTA,MN,27,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,8350000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,910000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,490000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,790000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,580000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MISSISSIPPI,MS,28,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,730000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3800000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3500000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3850000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3350000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MISSOURI,MO,29,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3600000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,145000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,130000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,135000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,130000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,MONTANA,MT,30,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,120000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,10750000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,10050000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,9950000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,9600000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEBRASKA,NE,31,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,9900000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEVADA,NV,32,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,26000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEVADA,NV,32,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,20000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEVADA,NV,32,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEVADA,NV,32,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,12000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEVADA,NV,32,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEW HAMPSHIRE,NH,33,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,12000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEW HAMPSHIRE,NH,33,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,12000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEW HAMPSHIRE,NH,33,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEW HAMPSHIRE,NH,33,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEW HAMPSHIRE,NH,33,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,13000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,75000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,72000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,74000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,68000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEW JERSEY,NJ,34,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,75000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,105000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,105000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,125000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,100000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEW MEXICO,NM,35,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,120000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NEW YORK,NY,36,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,970000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NEW YORK,NY,36,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1020000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NEW YORK,NY,36,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1040000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NEW YORK,NY,36,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1010000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NEW YORK,NY,36,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,1030000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NORTH CAROLINA,NC,37,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,950000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NORTH CAROLINA,NC,37,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,890000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NORTH CAROLINA,NC,37,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,950000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NORTH CAROLINA,NC,37,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,820000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NORTH CAROLINA,NC,37,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,960000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,NORTH DAKOTA,ND,38,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,4700000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,NORTH DAKOTA,ND,38,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3950000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,NORTH DAKOTA,ND,38,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,4050000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,NORTH DAKOTA,ND,38,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,2950000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,NORTH DAKOTA,ND,38,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,4100000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3400000.0,
2024,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3400000.0,
2023,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3600000.0,
2022,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3400000.0,
2021,YEAR,ALL PRODUCTION PRACTICES,OHIO,OH,39,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,3550000.0,
2025,YEAR,ALL PRODUCTION PRACTICES,OKLAHOMA,OK,40,,,STATE,CORN,ALL CLASSES,ALL UTILIZATION PRACTICES,AREA PLANTED,CORN - ACRES PLANTED,ACRES,540000.0,
